category,text
Homophobic-derogation,"தீண்டாமைக்கும் ஒவ்வாமைக்குமான வித்தியாசம் தெரிலனு நினைக்குறேன் உங்களுக்கு. இன்னிக்கும் பல பெண்கள் ஆண்களிடம் அந்த அளவுக்கு நெருக்கம் காட்டுவது கிடையாது. சுருங்கச் சொல்லனும்னா மாற்றுப் பாலவரிடம் காற்றது ஒவ்வாமை. இதுல பிரச்சன எதும் இல்லை. பொதுவா எல்லா இடத்துலையும் தனிநபரின் உரிமை காக்கப்படுது. இந்த 377 ஓட பெறிய பாதிப்பு பாத்தோம்னா. பள்ளி மற்றும் கல்லூரிகளில் மாணவ மாணவியர் இருக்கை அமைப்பு மாற்றப்பட வேண்டும். இதுல இன்னோரு பயம் எனக்கு என்னனா, இத்துனை நாள் தன்னோட எதிர் பாலினத்து மிருகத்தை(பாலியல் பலாத்காரம் புரியும் ஆண் மற்றும் பெண்கள்) எளிதில் அடையாளம் கண்டோம். இதுக்கு மேல தோழமைகளையே நம்புவது கடிணமாகிப்போகுமோனு தோனுது. விடையளித்தால் நன்று."
None-of-the-above,Thooo தூ தூ.....நாயே
None-of-the-above,நண்பா உங்களுக்கும் அவங்களுக்கும் ரொம்ப பெரிய மனசு நண்பா அவங்கள நீங்க திரும்ப பார்த்தா நா கேட்டனு சொல்லுங்க என்னோட பெயர் அஜய்
Transphobic-derogation,போடி மெண்டல்  ஒன்பது
Homophobic-derogation,இன விருத்தி எப்படி செய்வது என்பதையும் அந்த ; நீதிபதி சொல்லியருக்க வேண்டும்
None-of-the-above,இரண்டு நாளைக்கு முன்னாடி ஒரு ஆள ரயிலிலிருந்து பிடிச்சு தள்ளி ஆள காலிபன்னிட்டாங்க இந்த பொம்புளங்க
None-of-the-above,திருநங்கைகளின் அறுவை சிகிச்சை பற்றி பதிவு செய்யுங்கள்..... நன்மை மற்றும் தீமைகள் பதிவு செய்யுங்கள்.... சகமனிதன் நிராகரிப்பை பதிவு செய்யுங்கள்
None-of-the-above,திருநங்கை க்கு இருக்கும் நல்ல மனம்... இந்த பெண்களுக்கு இல்லை.
Counter-speech,இந்து மதம் ஒரு போதும் ஓரின சேர்க்கை காதலை எதிர்த்தது இல்லை.;  பல்வேறு வகையான இலக்கியங்கள் இதற்கு சான்றாக இருக்கிறது.; நீங்க இந்து மதம் மேல் இன்னும் ஆழமாக தெரிந்து கொள்ள வேண்டும்.; என் இனத்தை இப்படி குறை கூறதே.; என் தமிழினம் ஓரின சேர்க்கையாளர்கள் எதிர்த்தது இல்லை. ; பண்டைய காலத்தில் இருந்தே இது வழக்கில் இருந்து வரும் ஒரு உண்மை.
Hope-Speech,அன்பே சிவம் 🕉️✝️☪️
None-of-the-above,Subash Bose குழந்தை பெற்றுக்கொல்வது மட்டுமே வாழ்க்கையாகுமா...???
Homophobic-derogation,"மக்களை பிரிக்கின்ற‌ செயல் ...நான்‌ ஏற்க மாட்டேன் ..இனம் ,மதம் ,நாடு போன்று இதுவும் ..பிரிவினை தான் நாம் அனைவரும் ..நம் அம்மா‌ அப்பா மூலம் தான்‌..வந்திருக்கிறோம் இந்த உலகிற்கு ..அவர்களும்‌ ஓரினர்‌ ஆக இருந்திருந்தால் ..நாம் பிறந்திருக்க மாட்டோம்..ஆசை அழிவைத் தான் தரும்.."
Transphobic-derogation,பஸ்ல இவங்க தொல்லை தாங்க முடியலை. 10 rs கொடுத்தே ஆகணும் இல்லைனா அசிங்கமா திட்டி சாபம் விடுறாங்க
Hope-Speech,இறைவன் அந்த சகோதரிக்கு அருள் செய்யட்டும்
None-of-the-above,அழகு. சொல்லாடல்கள் திருமதி ஜெயந்தி நடராஜன் போலவே இருக்கிறது ❤️❤️❤️🙏
Homophobic-derogation,"ச்சைக் கருமம், கல்யாணமாம் , குழந்தை த்த்தெடுப்பாம்.. இதுக வளர்க்கற புள்ளைகளும் இதுக மாதிரியே தான் வளரும்...த்தூ"
None-of-the-above,இவலுங்கா  தோல்லை  எங்க  பேனலும்  இருக்குது
Homophobic-derogation,Nagarjun Rajeshwaran  போட பொட்ட. நீ சப்படா. ஒருத்தியும உன்னை விரும்பமாட்டா காரணம் உன்வாய்.
Hope-Speech,அனைத்தும் சரியாகும். நீங்க நலமாக வாழ்வீங்க குடும்பத்துடன்
Hope-Speech,இவர்களை திருநங்கை  என்று சொல்வதை விட 💪மனிதநேயமுள்ள💪 🔱இறைவன்🔱 என்று சொல்வதே 👍மிகவும் சரியானது👍...👌Video supper nanba👌....👏unga acting vera level👏....but இந்த  🔱மனித கடவுளின்🔱 மகிமையை பற்றி சொன்னதற்கு....மிக்க நன்றி ....வாழ்துக்கள் நன்பா👍
None-of-the-above,போலீஸ் என்னடா பண்ணுது
None-of-the-above,"Anchoring பண்றவங்க ல புடிச்சி உதைக்கணும், வந்துட்டா பெருசா ஒரு Mike தூக்கிட்டு. Government approved கொடுத்து, பிடிச்சவங்க பண்றாங்க உனக்கும் எனக்கும் என்ன இருக்கு இதுல ?"
None-of-the-above,"கமன்ட் section a பாக்கும் போது தான் தெரியுது ஏன் நம்ம ஊர்ல ஜாதி, மத ஆணவ கொலைகள் நடக்குதுக்குனு. இங்க யாருக்கும் காதல் நா என்னனே தெரியல. மனித பாலினம் பத்தி ஒரு புரிதலே இல்ல. உங்கள சொல்லி குத்தம் இல்ல உங்கள எல்லாம் வெளி உலக அறிவு இல்லாம ஆக்குனது நம்ம நாசமாப்போன பாடத்திட்டம் தான்."
Homophobic-derogation,BSM  நான் லெஸ்போ கிடையாது ஆனால் எங்கள் நாட்டில் அந்நாட்டு பெண்கள் அழைப்பு விடுத்துருக்கிறார்கள். அதில் விருப்பம் இல்லை. ஓரினச்சேர்க்கை குடும்பங்களை அழித்து விடும் காரணம் அங்கு காதல் இல்லை காமம் மட்டுமே.......
None-of-the-above,Raja mohamed  மிகவும் நன்று சகோ .. அல்லாஹ்விடத்தில் அதற்கான கூலி உங்களுக்கு உண்டு ..
None-of-the-above,இந்த வீடியோவ comedy effect ல பண்ணாம serious ah பண்ணா அந்த அக்காக்கு tribute ah இருந்திருக்கும்...
Counter-speech,இது சரியானது என்று மருத்துவர்கள் கூறுகிறார்கள் அறிவியலை ஏற்ப்போம்
None-of-the-above,இதற்க்கு ஒரு மிக விரைவில் ஒரு முடிஉ வரும்
Transphobic-derogation,தயவுசெய்து இவர்களுக்கு வீடு கொடுக்காதீர்கள் இந்த கவர்மெண்ட் வீட்டுக்காக நிறைய கல்யாணம் பண்ணா ஆண்களையும் வாலிபர்களையும் போலியாக வேஷம் போட வைத்து கவர்மெண்ட் சொத்தை அபகரிக்க ஆகிறார்கள்
Transphobic-Threatening,செருப்பால தான் அடுச்சு  கொல்லனும் .. இதுங்களா பாவம்..
Homophobic-derogation,அறிவுபூர்வமாக பேசுவது என்ற நினைப்பு உனக்கு... ; செய்வது பிக்காலி தனம் இதிலே என்னடி நியாயம் வேண்டியது இருக்கு......
Homophobic-derogation,உலகம் அலீவு அரம்பாம் உருதி இதை ஓத் கேண்டவர் காள் அணை வர்கழும் கேட்டாவர்
Homophobic-derogation,ச்சே கன்றாவி ..
Hope-Speech,உங்கள் வாழ்க்கையில் மகிழ்ச்சி மலரட்டும் 🌹🌹🌹🌹🌹👍👍👍👍👍
Hope-Speech,"தாய் தந்தை தான் ஒருவனுக்கு முதல் உலகம், அந்த தந்தைக்கு பின் அந்த தாய்தான் அவனுக்கு எல்லாமாகிய உலகம்., அந்த உலகில் தன் மகன் மகிழ்வன் என தெரிந்து, இச்சமூகம் எப்படி ஏற்றுக்கொள்ளும் என நினைத்து (பயந்து) அந்த தாய் எதிர்கொள்ளும் போராட்டம் தான் இக்கதை 👍 அருமை. ; ; என் நிஜ வாழ்வில் நான் மகிழ்வானக சந்தித்த சில காட்சிகளை பார்க்க நேர்ந்தது., ; ; இவ்வுலகில் அனைவரும் சமம். அனைவரும் அக்கடவுளின் படைப்பே.,; ; மகிழ்வன் வாழ்வும் இயற்கையின் ஒன்றிஅமைத்தவை ஆகும். 🏳️‍🌈"
None-of-the-above,சாத்தியமா சொல்றேன்  அந்த சகோதரி 100 வருஷம் வாழனும் நல்லா 💓💓
None-of-the-above,"தங்களுடைய கருத்து அருமை நண்பா... இருப்பினும் அவரவர் உரிமைகள் , அவரவர் கையில் என்பதை மறந்து விட வேண்டாம்...."
None-of-the-above,சகோதரா. நான் மன அழுத்தத்தில் இருக்கின்றேன்.எனக்கு மிகவும் குழப்பமாக இருக்கிறது.எனக்கு வாழ்க்கை மீது நம்பிக்கை இல்லை.என்  சிறு வயதில் எனக்கு நடந்த கொடுமைகள் என் வாழ்க்கையை  கொடுமையக்கி உள்ளது.என்னால் யாரிடமும் சொல்ல mudiyavillai..வேதனையோடு வாழ்கிறேன்.
None-of-the-above,ஆண்களை பிடிக்காத பெண்கள் இந்த வழியை பின்பற்றி சென்றால் ஆண்கள் பாதிக்க படுவார்கள்
None-of-the-above,நல்ல மனம் இருகவங்க எல்லோரும் உயர்ந்தவர்கள் .அந்த சகோதரி உயர்ந்தவர்
None-of-the-above,உங்கள் நடிப்பு அருமை  தலைவா நீங்கள் திருநங்கைகாக இந்த நடிப்பு எனக்கு புடிச்சிருக்கு உங்கள் நடிப்பு வாழ்க்கை பல்லாண்டு
None-of-the-above,நானும் அவன்தான் மதன் ஆனால் யார் என்ன சொன்னாலும் நான் கவலை கொள்ள மாட்டேன்
None-of-the-above,சமைக்கிறது ஆர்வம் காட்டுவாங்க
None-of-the-above,நல்ல மனம் சகோதரி உங்களுக்கு...நீங்க நல்லா இருக்கணும் அக்கா
None-of-the-above,மாலினி உங்கள் கருத்தை மதிக்கிறேன் .
Hope-Speech,selvam sungkai  துரை ஹாப்பியாக இருங்கள் மனதை ஆரோக்கியமாக வைத்திருங்கள்
Homophobic-derogation,அப்போ போய் ஊம்பி பிழை
None-of-the-above,ஆங்கில்த்துல பேசறவன் ஆதரிக்கிறான்..; தமிழ்மறை படித்தவன் தமிழ்ழ பேசறவன் எதிர்க்கிறான்
None-of-the-above,அந்த மனசு தான் சார் கடவுள்.
None-of-the-above,காவல்துறை ஏன் கண்டுகொள்வதில்லை
None-of-the-above,Kaviya Kalaivani  பார்த்து இருப்பாங்க
Transphobic-derogation,chandra lekha  ஒரு ஒம்போது 9 க்காக இன்னோரு ஒம்போது 9  இவ்வளோ கஷ்ட்டபடுது
Homophobic-derogation,"Thavaruthan தவறுதான்￰ தவறு இல்லையென்று  தரும் நீதிமன்றம் மக்களை தவறு செய்ய தூண்டி  லாபம் பார்க்க நினைக்கிறது  , மனித குலத்துக்கு  தோன்றிய   ஆபத்தாகத்தான் தோன்றுகிறது"
None-of-the-above,ஆணும் பெண்ணும் காதலர்கள் தினம் கொண்டாடினாலே RSS தேசபக்தர்கள் சுனாமியா பொங்கிடுவார்கள்.அப்படியிருக்க? எப்படி இந்த தீர்பை ஏற்றுக்கொண்டார்கள்...?ஒரு பாலும் பொங்கவில்லையே...?முக்கியமா எச்.ராஜா..?
None-of-the-above,மத கருத்தை எங்கடா வளர்குர மதத்தை ஏன்டா அசிங்கபடுத்துற
None-of-the-above,"ஏய்.சில்லரை.திருநங்கை.திவ்யா.திருப்பூர்.உங்க அம்மா உங்க அப்பா.போனதடா.சுன்னி.உன்னையே.செருப்பாலயே அடுச்சு  கொல்லனும் ..திருப்பூர்.உங்க அப்பன்.கோத்தா.போனதா.அவங்களுக்கு.வேலை இருந்தா.அவங்க ஏண்டா.திருப்பூருக்கு.வராங்க.மனசாட்சி.இல்லாம.பேசாத.நாசமா.போயிருவேன்.பச்சை கலர் ஜாக்கெட்.திவ்யா. கிழிச்சுரூவேன். இடுவேன் ஜாக்கிரதை.இந்த கட்டப் பஞ்சாயத்து.பண்ணிட்டு.இருந்த.மத்திய அரசும்,மாநிலஅரசும்,தமிழ்நாட்டு.காவல்துறையும்.கையக் கட்டிட்டு.இருக்க மாட்டாங்க.திருப்பூர்.கட்டப் பஞ்சாயத்து.திருநங்கை.ஜாக்கிரதை.அந்த.திருநங்கை .பாவம்."
None-of-the-above,கவலைகள் மறந்து சிரிக்க....TMP prank paarunka....Enjoy pannunka 😍😍🔥✨✨
None-of-the-above,நண்பா ஹிட்லர் பற்றி வீடியோ போடுங்க
None-of-the-above,"THE SKNANTHA  இது short flim என்று உனக்கு தெரியும், அந்த அக்காவுக்கு அப்போ தெரியாது, உண்மையான மனதோடு நடந்துக்கொண்டது."
None-of-the-above,திருநங்கை  அவர்கள் பெற்றோர்கள் தான்  அவர்களை தெய்வங்கலா ஆக்கவேண்டும் அவர்கள்; வானத்தில் இருந்து குதித்தவர்கள் இல்லை
Transphobic-Threatening,"இப்படி இருந்தால் அரவானியை யாரும் ஆதரவு செய்ய மாட்டார்கள், இப்படி எல்லாம் பேசினால் கொன்றுவிடவேண்டும்"
None-of-the-above,நா பார்லர் வச்சி இருக்க வாங்க
None-of-the-above,மண்ட கோளாறு எனக்கு  nijamava ka
Homophobic-derogation,Jose Morphin  நீ ஆம்பளை இல்லை பொம்பளையானு தெரியல..... எது எப்படியோ...... ஆண்டவரேனு சொல்லி.........
None-of-the-above,அருமை கேள்விகள் தெளிவான பதில்கள் ....சமூகம் தனது நிலைப்பாட்டில் மாறும் ...காலம்  அதற்கு தேவை
None-of-the-above,பேட்டி எடுக்கும் போது இருந்த ச்சேர் அப்படியே தள்ளி தள்ளி போய்ட்டு இருக்கு
None-of-the-above,உங்க குழந்தைதனம் அழகு அக்கா
None-of-the-above,இன்னும் பல gay  தன் பிரச்சினை வேலியில்  சொல்ல முடியமால் தன் வாழ்கின்றனர் .  ஒரு பெண்ணின் வாழ்க்கையை கெடுத்துவிடதே என்ற கருத்தை  மிகவும் பிடித்திருந்தது. வாழ்த்துக்கள்
Homophobic-derogation,சமூகத்தை தவறாக வழிநடத்துகிறது இந்த படைப்பு. இயற்கை இதற்கான பதிலை விரைவில் தரும்
None-of-the-above,ஏன்டா தேவிடியா தேவிடியா  தேவிடியா தேவிடியா  புண்டாமகனே
None-of-the-above,வாழ்வியலில் சம நிலை தவறும்
Homophobic-derogation,எல்லாம் ஆப் பாயிலா இருக்கு. ஓரினச்சேர்க்கை எதிர்க்குறது எல்லாம் ஆப் பாயில். திருந்துங்கடா
None-of-the-above,கஷ்டத்தில் தோல்  கொடுக்கும்   சாமி ;  வலிகளின்  போது  வழி  காட்டும்  சாமி
None-of-the-above,அழகான பேச்சு அருமை வாழ்க வளர்க
None-of-the-above,SEETHA LAKSHMI  உங்களின் பதிலிற்க்கு நன்றி.
None-of-the-above,அப்ப ஏன் மத்திய கிழக்கு நாடுகளில் பெண்கள் வன்முறையில் முதலில் இல்லை ?
None-of-the-above,காயம் பட்ட மனம் யாரையும் காயபடுத்தாமல் தன்னுடைய காயங்களை எடத்துரைத்தமைக்கு நன்றி
None-of-the-above,வளரட்டும் மதன் கட்சி
None-of-the-above,மற்றவர்களை தாழ்த்தி காணும் மகிழ்ச்சியுடன் பாவமும் தொற்றிக்கொள்ளும்..
None-of-the-above,கருத்துகள் சரியானது ஆனால் நடவடிக்கை ரொம்ப ஓவர் பில்டப்
Homophobic-derogation,செம்மரி ஆட்டு பிறவிகள்.; தன் பாலை தானே சுவைக்க துடிப்பது.
None-of-the-above,கால் பண்ணுங்க
None-of-the-above,  உங்கள் இயேசுவுக்கு  மனம் அமைதி பெறட்டும்!!!!
Transphobic-Threatening,இந்த மாதிரி நேரங்களில் அனைவரும் ஒன்று சேர்ந்து இந்த அலிகளை உதைக்க வேண்டும்.
None-of-the-above,அன்பு இருக்கும் இடத்தில் கடவுள் கருணை இருக்கும் வாழ்த்துக்கள் திருநங்கை உறவுகளுக்கு
None-of-the-above,சமூகத்தின் ஆளுமை வளர்ச்சிக்கு ஒளிப்பதிவு சான்று பகரும். நன்றி....
None-of-the-above,அந்த அக்காவுக்கு நல்ல மனசு
Hope-Speech,உலகின் தலைசிறந்த சொல்களில் இதுவும் ஒன்று... திருநங்கை...❤️ அம்மாவின் அன்பின் மறுபிறவி இவர்கள் தான்...❤️❤️❤️ பாசத்தை கூட அளவில்லாமல் வைத்திருப்பார்கள்...❤️ சிலர் பார்வைகள் தவறாக இருந்தாலும்...வலி ஒன்று தான்...❤️
Hope-Speech,தெய்வ அம்சம் பொருந்தியவர்கள்.இந்த பிரபஞ்சத்தில் இவர்களை தவறான கண்ணோட்டத்தில் பார்க்காமல் சக மனித சமுதாயம் என்பதை புரிந்து கொள்ளவேண்டும். உயர்ந்தபதவிகளில் வந்து கொண்டிருக்கும் இவர்கள் நாட்டையே ஆளும்  இடத்தில் இடம் பெறுவார்கள்.இவர்களுக்கு இந்த பிரபஞ்சம் எல்லாவற்றையும் அளிக்கும் என்பது உறுதி.விழிப்புணர்வு ஏற்படுத்தியமைக்கும் திரு நங்கை சகோதரிக்கும் கோடாணுகோடி நன்றிகள்
Counter-speech,நானும்  காலா  படத்தில் திருநங்கை கூட சேர்ந்து குரூப்பில் நடித்திருக்கேன் அவ்வளவு அன்பானவர்கள்  அவர்கள் பாசமிக்கவர்கள் புதிய முயற்சி வாழ்த்துக்கள்
Counter-speech,"அட அரிபெடுத்த straight நாய்களா... நம்ம நாட்டோட cm, pm, govrner& President ellarum straight nu நம்புகிறேன். இப்படி இருக்கிறப்ப ஏன் நாடு வளர்ச்சி அடையல? இத்தனை பிரச்சனைகள்! ஏன். இந்த 377 ஆல் தான் இந்த நாடு அழிந்து போகும் சொன்னா... L-G-B-T ல் இருக்க எங்களுக்கு எவ்வளவு நகைப்பாக இருக்கும். அப்ரோம் ஏதோ தமிழ் கலாச்சாரம் அழியும் னு சொல்ரிங்களே... அப்போ திருமங்கை ஆழ்வார் மற்றும் சிவன் மற்றும் விஷ்னு ஓட குழந்தை னு சொல்ர ஐயப்பன் இவுங்களா யாரு.... western கலாச்சாரத்த பரப்ப வந்தவுங்க அப்டிதான. போங்கடா நீங்களும் உங்க நியாயமும். வந்துடானுங்க அறிவியல் அ குறை சொல்லிகிட்டு."
Counter-speech,மனிதனுக்கு எல்லாமே வேறுபட்டுள்ளதுனு சொல்றிங்க ஆனால் உணர்வு ஒன்றுதான் .... துக்கம் வந்தா அழுகிறோம் மகிழ்ச்சி வந்தா சிரிக்கிறோம் மற்றும் எல்லோருக்கும் ஆறு சுவையும் ஒன்றுதான் ஆனால் இந்த உணர்வை மட்டும் தனிச்சு காட்டுறிங்க
None-of-the-above,"மகாபாரத கதைகள பாருங்க, ஐயப்பன் வரலாற பாருங்க,, சேர, சோழ மன்னர்களின் சொல்லப்படாத வரலாற கூகுள் பண்ணிப்பாருங்க"
Homophobic-derogation,தவறான முன்னுதாரணம். இந்த காலத்தில் அங்கு ஒன்றும் இங்கு ஒன்றும் இருக்கலாம். ஆனால் வருங்காலம் 50 வருஷம் கழிச்சு பார்த்தால் 18 வயதுலிருந்து ஆனுக்ககு ஆனும் பெண்ணுக்கு பெண்ணும் வாழ ஆரம்பித்து விடுவார்கள் . மனிதனின் வாழ்வே அர்தமில்லாமல் போய்விடும் . ஆகையால் சட்டாமாக இயற்றாமல் வாய்மொழியாகவே இருக்கட்டும்
Hope-Speech,கவலை வேண்டாம்; காலம் கனியும்; உலகம் உங்களை மதிக்கும்
None-of-the-above,நாடு நாசமா போகுதே கடவுளே .???
Counter-speech,இயற்கையில் ஒரு முரன்பாடுமில்லை...
None-of-the-above,எவ்ளோ பொறுமை; சூப்பர் சகோதரி; நன்றிகள் பல
