category,text
Non-anti-LGBT+ content,Any gays watching this.....
Non-anti-LGBT+ content,Very nice natural thanks bro
Transphobic,Magalakshmi Mukunthan Ella transgalayum konnudalaam. ; Easiest way is to just stab them in the streets. Or We can poison their water supply. ; But you are just sitting behind a keyboard and a useless piece of shit. So I can’t count on you. ; I will look for others who can actually kill them. And cleanse the country.
Non-anti-LGBT+ content,I do understand her words but not their feelings.So do not stand by the majority to discriminate these people ....just give out your point of view
Non-anti-LGBT+ content,I love you sister.now you look very happy so continue this.
Non-anti-LGBT+ content,I think they feel comfortable with each other ...they are showing their bond with this way...
Non-anti-LGBT+ content,She is great😢😢respect ; Neenga sonadhukaga avanga road la dance adnanga ❤❤so sweet
Non-anti-LGBT+ content,Waiting for bro
Non-anti-LGBT+ content,Thanks a ton for all of your efforts dude🎉.; Keep going; We are with u; U r with us; 💙
Non-anti-LGBT+ content,"Mani shankar Iyer, you deserved to have hug from me. You know what, love is the most madness one that never existed anywhere else. Hats of to your crew. you all have a outstanding cinematography, screenplay, direction, dialogue, editing, background music and even the locations. what a great stuff that you shown... speechless.. i must admit my gratitude to character varun who have a amazing expression, perfectly tuned tone of voice and the dedication towards the film. Even character latif scene were fabulous. even the main credit to dialogue director and you. you just hiked LGBTQIS love in next level. As a writer, I must congratulate to all of your hard work and dedication towards the gender equality. You have a great cini life. I would be happy if you are continuously doing socially challenged theme and put your hard work together. ; ; ; My best wishes to all crew....thanks for the movie."
Non-anti-LGBT+ content,Madan video about new #intersteller object
Non-anti-LGBT+ content,Very Interesting video Bro....
Non-anti-LGBT+ content,"It was good concept, I appreciate the story writer."
Non-anti-LGBT+ content,Iam also your subscriber my I'd ask 5532r
Non-anti-LGBT+ content,excellent acting is done by Latif character .; u I'll become a very gud actor
Non-anti-LGBT+ content,Talking good but without Ur parents u will not be here but checkout the internal feeling 😀 Ur attitude s good but there s something influence d u strongly check out mam at some point Ur affected by man accept it try to come into track we can't walk with hands and eat by Ur legs if u do tat how long.  Think abt tat
Non-anti-LGBT+ content,"Early morning out , No porn videos, no masterbed, no touching but out reason for my dear voice 🤗🤗🤗 amezing"
Non-anti-LGBT+ content,They may be transgender but don't ever forgot that they are also humans !!!! If humanity still exist means love them !!!!!
Non-anti-LGBT+ content,Visuvanathan swamynathan  ; Your number please
Non-anti-LGBT+ content,katrina superb All the best dr Ashik superb
Homophobic,"BIBLE SAYS 1 CORINTHIANS 6:9,10 Know ye not that the unrighteous shall not inherit the kingdom of God ? Be not deceived neither fornicators, nor idolaters, nor adulterers, nor effeminate, nor abusers of themselves with mankind, nor thieves, nor covetous, nor drunkards, nor revilers, nor extortioners, shall inherit the kingdom of God."
Non-anti-LGBT+ content,"To contact Magizhvan Foundation regarding help and support, kindly check below the details.; Working Hours: 10am to 5pm; Contact number: +918754411849; Email: contactmagizhvanfoundation.org; Website: www.magizhvanfoundation.org; ; If incase, we didn't pick up the phone call, kindly leave us a text message or whats app text message. We will revert back to you soon. ; ; Regards,; Team Magizhvan 🏳️‍🌈"
Non-anti-LGBT+ content,Sudha BTS  hiiiii I want true girl frd life partner if you interested
Non-anti-LGBT+ content,Can u discuss about bermuda triangle?
Non-anti-LGBT+ content,Dont worry bro.
Non-anti-LGBT+ content,Hello bro phone number please help me.
Homophobic,"Ishvar Mahendiran if they are hungry, they won't think like this. that's what I'm saying. ; If they work hard and earn money there won't be any time to think like this"
Non-anti-LGBT+ content,Middle class family; Sombadi access
Non-anti-LGBT+ content,Iam waiting bro
Non-anti-LGBT+ content,"Wow,,,. Amazing!!! No words to describe my loneliness and longingness !"
Non-anti-LGBT+ content,I miss you too. Sister very nice speech
Non-anti-LGBT+ content,Little more emotions huh?..lol..will be megaserial then..
Non-anti-LGBT+ content,Don't to like those things bro please 😭
Non-anti-LGBT+ content,Really super guys I love your act and hardwork
Non-anti-LGBT+ content,I am a clg student me to don't share in my personal
Non-anti-LGBT+ content,"Dev sri Muthu It's Viknesh or Vicky. Hahaha, hey"
Non-anti-LGBT+ content,they must b punished
Non-anti-LGBT+ content,They are not against nature it's their nature.
Non-anti-LGBT+ content,We both stories same but the family and friend r not supported 😔😔😔   but one thing what i think ill do that. Then one day they will understand what we are. Im waiting for that happy day.. waiting......
Non-anti-LGBT+ content,Which movie is she acted. Very beautiful😍
Non-anti-LGBT+ content,Your voice very nice bro
Non-anti-LGBT+ content,pls concern her needs. every soul in this earth has their writes to live happy. pls not hurt them
Non-anti-LGBT+ content,Such a caring person ❤️💕
Non-anti-LGBT+ content,What she is a transgender ah really omg 😉😉
Non-anti-LGBT+ content,"Pls don't prank like this,it is will hurt their feelings"
Non-anti-LGBT+ content,Thank you 😀
Transphobic,It takes me 5 minutes to find either this man is girl or boy!
Non-anti-LGBT+ content,is it mandatory to mention the gender??
Non-anti-LGBT+ content,jesus has told people to love everyone! who are you to judge others life? Let god judge if they really are sinners to you..
Non-anti-LGBT+ content,Its his or her wish....that's it...individual rights...no n
Non-anti-LGBT+ content,"Western culture, it's not advisable."
Non-anti-LGBT+ content,Vera level Bro wish you all the best
Non-anti-LGBT+ content,I feel it 😔; So cute true heart ; 🤝🤝🤝🤝
Non-anti-LGBT+ content,I am watching emotional this video I really enjoyed my mind relief and this video I am enjoying  congrats Tamil Pasanga  I am waiting part 2
Non-anti-LGBT+ content,The beach locations are awesome....where is it exactly?
Non-anti-LGBT+ content,chi shut wrong this way
Non-anti-LGBT+ content,Super mama please number
Non-anti-LGBT+ content,Semma act bro
Non-anti-LGBT+ content,Population  Will  decrease
Non-anti-LGBT+ content,Very good great
Non-anti-LGBT+ content,I seeing so many videos this is the one of lovely bro nice caryon from KGF
Non-anti-LGBT+ content,Bold speech. I support you sister 😋.
Non-anti-LGBT+ content,I love how Karthik family is so caring about Varun.
Non-anti-LGBT+ content,super .....not only that but lord shiva changed his gender to a woman  to dance with krishna  as  a  hoping.  in fact no man is equal to Lord Shiva   because  lord Shiva is the universal male energy.
Non-anti-LGBT+ content,True love never fails..; S am also in LGBTQ community
Non-anti-LGBT+ content,"Very good interview.. congrats sennila... for a fast time I've seen a casual,  simple , humble and  trans with 0% attitude... very matured interview......."
Non-anti-LGBT+ content,Sema bro 😊👍heart touching 👌👍
Non-anti-LGBT+ content,"She is so cute, might be a heroine in the future, so cute"
Non-anti-LGBT+ content,Hey i love every video u put up..... but can u pls explain about bi-sexuality please.....
Non-anti-LGBT+ content,Balamurugan M  I don't worry why mobile number here
Non-anti-LGBT+ content,Same problems can happen in anyone's life... if everyone think that way...........????
Non-anti-LGBT+ content,such an awesome film  i need o show this film to my parents one day really thanks Mr. Mani shankar iyer for your effort this is a life saver film
Non-anti-LGBT+ content,"Nishanth Akash  clearly you haven't, this law was imposed by the colonial government 150+ years ago and it was repealed and again appealed in the 2000's. For the record it not based on medical sciences it's based on pure bigotry and bullshit. I'm not giving you half baked facts I'm giving you full perfectly correct and true facts that you're way too fragile to take in because you don't want them to be treated the same way you are, which by the way is pure disgusting. And for he record, its miss. So get yourself educated CORRECTLY."
Non-anti-LGBT+ content,the same thing happened to my sister's life the guy who married her... he was a cheater.. my sister suffered a lot there... and we brought her to home within 3months  after marriage... we can't see her affecting personally in the society at this age itself... so plz aware of it before marriage plz plz plz.... try to gather more information about the person before marriage itself... finally my sister is affected by this cruel marriage 🙁🙁🙁🙁
Non-anti-LGBT+ content,Vera level bro all the best
Non-anti-LGBT+ content,Dinesh Kumar  hi.w r u I am from Chennai 27
Non-anti-LGBT+ content,Ihsan Ahmeth  super dude . Thanks
Non-anti-LGBT+ content,Nice  speech
Homophobic,This is actually Disease ....
Non-anti-LGBT+ content,"naveen vnk , I was not taught 'homosexual science' in my school kid..  Are they teaching that to you?"
Non-anti-LGBT+ content,"Beautiful, dono wat to say...."
Non-anti-LGBT+ content,Super bro transgender people's are very good and pure hearted person 😙
Non-anti-LGBT+ content,Very nice and faith
Non-anti-LGBT+ content,Sharath S yes...a big thumbs up...
Non-anti-LGBT+ content,Thanks for the video mani brother.. 🙏🙏
Non-anti-LGBT+ content,Your acting was awesome bro... ; Very soon you will get cinema chance
Non-anti-LGBT+ content,ABHISHEK RAM  ; Yes I am.😁 I love Chitra Chechi❤️
Non-anti-LGBT+ content,Y this kinda classic films are not coming in theater
Non-anti-LGBT+ content,Latif &harish acting super
Non-anti-LGBT+ content,Semma action bro
Non-anti-LGBT+ content,Nishanth Akash  section 377 is not only a good message but an awesome one this law criminalises consensual intercourse between two people saying it is against nature. I wanted you to google what this was because you didn't know. Also medical science reports are based on medicine. Rape is rape regardless of the gender and sexuality but section 377 had nothing to with it. Period.
Non-anti-LGBT+ content,Hi bro its nice to here your experience....ur insta id bro
Non-anti-LGBT+ content,"nice to see sir!; each and every word is true...; they act well!; script, dialogues, music as well as silent, lighting, location, colour etc... everything is done by you is excellent sir! வாழ்த்துக்கள்!!!"
Non-anti-LGBT+ content,Brothers ur acting is awesome ...transgender kindness veralevel ..god bless
Non-anti-LGBT+ content,We have treat all as humans
Non-anti-LGBT+ content,Anupama should be given award fr this movie
Non-anti-LGBT+ content,Respect brother🥺♥️.guys you are the best...best prank with beautiful message..some people are treating them as a sex material..but they are like us...pure soul♥️tears rolling....ohh boy vera level mamae nenga🔥avangalu namabala mathri nu purinjukita inga yaaru kasata pada theva ila💯🙏
Non-anti-LGBT+ content,Disturbance of the fly was funny....
Non-anti-LGBT+ content,I very much liked this movie. Fist of all a great hug to the director and the two boys. one more heart touching line no matter whoever you are Love is Love. Hats off to you dear
Non-anti-LGBT+ content,Love is not a thing. Love is love . Don't force anything . Love is love
Non-anti-LGBT+ content,Meera mitun than trans.. she is beautiful
Non-anti-LGBT+ content,super ah pesureenga. Like u very much. Interest to meet u
Non-anti-LGBT+ content,Makeup by Yesu  ohh i didn't. Hv any e. Mail id no face book acnt can i talk. By mob pl tnanks for ur. Rply
Non-anti-LGBT+ content,"Are you real , you must read about Islam brother . It's perfected don't fall into satan's little tricks"
Non-anti-LGBT+ content,it adhu but anaal really she has acted nicely 🤗great speech by malini😊
Non-anti-LGBT+ content,She is sooo beautiful 😍😍😍😍
Non-anti-LGBT+ content,Indian culture always mentioned about homosexuality... these guys should read the history first...
Non-anti-LGBT+ content,Lovely speech malini..... Luv u lot.... Am your biggest fan.........
Non-anti-LGBT+ content,கவுண்டன் கெத்து .. Dude it’s not culture .. it’s conservative.. try to understand that difference between two ... you know even in Tamil literature talk abt gay relationship.. ; ; Ok I also want to live in so called cultured India.. do you have any solution for me to turn cultured...
Non-anti-LGBT+ content,Appreciating you for chosen this topic....
Non-anti-LGBT+ content,Semma acting thalaiva🤣😂🤣😂👍
Non-anti-LGBT+ content,Either to motivate other trans people or if it is not mentioned she is exactly looking like girl but voice is different know so comments would be bad..title la potuta better ilaya
Non-anti-LGBT+ content,Thank you so so much for uploading this movie....been searching for this movie..😍😍
Non-anti-LGBT+ content,Always be happy
Non-anti-LGBT+ content,Bro everyone have they own right even lisbean have right too 👍 god bless you 🙏👍
Non-anti-LGBT+ content,She is a good hearted person i can see the caring heart of a mother 😢😫
Non-anti-LGBT+ content,Really she is so beautiful
Non-anti-LGBT+ content,"Royal Queen  Even if Indians forget these things, western ppl will save it...its not saving its stealing.I have seen many women controlling their husbands..Only women like you create a false image like this.. nowadays girls are over attitude.Its only in social media,that you could see this type of commnts.Even if someone abuses us with words liie like the** pai* r talk bad abt our mom,we would beat them.Since these words became like casual wrds,its coming out of our mouth easily..Women r cunning and dominant too,so don't create a drama here."
Non-anti-LGBT+ content,Yes we’re so gay and we’re always gay
Non-anti-LGBT+ content,judgment is based on scientific facts
Non-anti-LGBT+ content,Very good ... Inspiration speech
Non-anti-LGBT+ content,History of islam!!!
Non-anti-LGBT+ content,Lots of respect to our sisters
Non-anti-LGBT+ content,When is second part
Non-anti-LGBT+ content,"Madan bro do a video about 13 secret society families,their decendents,plans etc"
Non-anti-LGBT+ content,In our street we have homosexual couple... but no one speak to them... Sometimes they are violent... understand misunderstanding happens.. but one dares to go and solve Bangalore.
Non-anti-LGBT+ content,Will u appreciate and allow it to your sons and daughters?
Non-anti-LGBT+ content,A perfect slap to those ppl... wonderful speech👌👌👌.....
Non-anti-LGBT+ content,Bro this also a sin
Non-anti-LGBT+ content,Latheef action  super. Really he loves hareesh.. ; That effect  we are getting
Non-anti-LGBT+ content,One of d great n emotional movie .... Awesome concept.. congratulations director...
Non-anti-LGBT+ content,Ncroad Trincomalee are you a girl.. comment based on this video 😉😉😉
Non-anti-LGBT+ content,Vere level......  Nice prank..... Nala varuvinga by  tmp army
Non-anti-LGBT+ content,True hearted true soul..❤️❤️❤️❤️❤️❤️that akka shows ❤️ real love and care
Homophobic,"There is a saying EVE CREATE FOR ADAM ,,,,,BUT NOT STEVE CREATE ADAM"
Non-anti-LGBT+ content,Sister don't worry.God bless you.
Non-anti-LGBT+ content,Thank you for ur loving❤.. 5 years age you was taken this film.. but am seen today only..
Non-anti-LGBT+ content,Wishing the same love effort and acceptance....... Thanks to strong characters story writer and director.
Non-anti-LGBT+ content,"Shrinivasan Kannan  This society accepts LGBT, I accept them for what they are."
Non-anti-LGBT+ content,every Transwomen needs the identity called women try not to mention trans and separate them.
Homophobic,If hungry eat only food not dung
Non-anti-LGBT+ content,Hey very nice
Non-anti-LGBT+ content,It's so hard to b gay  ; He is not different from other sons; Society makes them to feel different! ;     Yes! I would definitely say gays are different!! Bcoz they won't ask anything more to his parents like a normal kid ; They just expect acceptance!!! From their parents ;      Parents! Stop being soo rude to ur gay sons!! There are two genders with multiple sexualities ;    Plz let accept it 🙏
Non-anti-LGBT+ content,Wow! A Tamil film dealing LGBT issues! How amazing and a happy ending too!
Homophobic,Don't give freedom for this type people ... Wast very bad culture
Non-anti-LGBT+ content,Support to Lgbtq community and humanity
Non-anti-LGBT+ content,Wow 👏...! Hart of you .. bro
Non-anti-LGBT+ content,Vera leave bros .I really appreciate you
Non-anti-LGBT+ content,Pon namer sent me pon namer
Non-anti-LGBT+ content,Jesus loves for you
Non-anti-LGBT+ content,"It's not Article 377, it's Section 377 of Indian Penal Code"
Non-anti-LGBT+ content,Akka fan of u
Non-anti-LGBT+ content,She exactly looks like a female
Non-anti-LGBT+ content,yeah yeah yeah find a life in a butt hole
Non-anti-LGBT+ content,"ARJUNE VASANTHARAJAN If you don’t acknowledge the gender issue, how will you resolve it? ; This video is a good start."
Non-anti-LGBT+ content,Speech Very important good😎 love it bro
Non-anti-LGBT+ content,Why do you put the title as transgender? For views?
Non-anti-LGBT+ content,Anna waiting for fun🤩🤩🤩
Non-anti-LGBT+ content,what an altitude
Non-anti-LGBT+ content,Hi; Hello 👋 WhatsApp number
Non-anti-LGBT+ content,I'm in Bangalore bro I see all you are videos  so good bro big fan of  you are team all the best for your success  Thalapathi verian 😘😘
Homophobic,"If you note carefully, the IT people are accepting it, means this is what the IT has given us. In my view Indian Govt should feel ashamed of such culture spoiling judgement... BJP must object and file a case against the Judgement, otherwise the coming generation will not forgive us..."
Non-anti-LGBT+ content,"Society is celebrating IPC 377 decriminalisation, where intercaste marriage is still a taboo.."
Non-anti-LGBT+ content,Love is a first and never ending words of the whole universe
Non-anti-LGBT+ content,Didn't skip ..... definitely u will shine don't worry ...
Non-anti-LGBT+ content,Bro gym workout paththi pesunga bro
Non-anti-LGBT+ content,Heart touching moment .... End super bro... dance super Akka🙏🙏🙏 .... Wait for next part .... Unexpected moments......👌👌👌👌👍👍👍👍
Non-anti-LGBT+ content,who is that's 14 person
Non-anti-LGBT+ content,"Beautiful girl,I don't know makeup items,but good to see make up items"
Non-anti-LGBT+ content,thank you sir we   are also needed support only
Non-anti-LGBT+ content,Super bro new concept wait for part 2
Non-anti-LGBT+ content,Really kind hearted😊real human being...Great💫...And congrats for ur social service🤗
Non-anti-LGBT+ content,Sema acting by the actor who played karthik ...All the best for your future
Non-anti-LGBT+ content,Nice suggestion bro.. needed for whole India itself...
Non-anti-LGBT+ content,Well Explained.. As a human we should understand the each individuals feelings.
Non-anti-LGBT+ content,"This movie completely expressed our true feelings 😍, Thank you team members for this wonderful effort."
Non-anti-LGBT+ content,Its their wish we can't blame other's feelings I support LGBT
Non-anti-LGBT+ content,Waste anchor.. channel has to change him for its growth..
Non-anti-LGBT+ content,Surya Trans Kitchen❤  😂😂😂
Non-anti-LGBT+ content,Seriously hats off😭
Non-anti-LGBT+ content,Super give respect to all
Non-anti-LGBT+ content,Respect human that's it
Non-anti-LGBT+ content,One of the most disgusting comments I ever read in YouTube... Vera level bro neenga🤣😂
Non-anti-LGBT+ content,Same problem can also happen with straight guy marrying a woman. What if they fall out of love and get divorced at 37?
Non-anti-LGBT+ content,She is So cute 😍
Non-anti-LGBT+ content,She look gorgeous!💕😘
Non-anti-LGBT+ content,Really this video use me to choose correct choice thanks a lot for your wonderful video 😊
Non-anti-LGBT+ content,Madhurai veeran story podunga bro
Non-anti-LGBT+ content,James Ronaldo .... i will pray dat God will help u to find the answer soon.... bro...
Non-anti-LGBT+ content,Accept my big respect
Non-anti-LGBT+ content,She is not looking like a transgender.  ; She is really beautiful
Non-anti-LGBT+ content,Where about our thalaivar already get 200+ likes
Non-anti-LGBT+ content,Good clarification madan...
Non-anti-LGBT+ content,Hats off Malini!!! Just a classy and sensable talk with great attitude.
Non-anti-LGBT+ content,Bro explain about 7 chakras in our human body and it's power 😇
Non-anti-LGBT+ content,how it will reduce child abuse??🤔🤔
Non-anti-LGBT+ content,Bro antha திருநங்கை vera level. I salute bro. God bless u in திருநங்கை.
Non-anti-LGBT+ content,Super bro really great 👌
Non-anti-LGBT+ content,"Nayantara and Sivakarthikeyan worked for KJR Studios. 'Aram' and 'Hero' respectively. You think they get paid the same? Now, I know it's not the same budget. ; You don't see gender in actors? What about supporting actors and extra actors? Are men and women supporting actors getting the same pay?"
Non-anti-LGBT+ content,Respect this people ..she is so beautiful
Homophobic,She is giving unwanted example to justify herself.  Opposite poles only attract.  That is nature. ; ; She is the new virus to the further generation. Very bad.;  i will pray for you god bless you.
Non-anti-LGBT+ content,MAYIZH VELAN  u give me Ur number dear we I'll chat
Non-anti-LGBT+ content,u say 99.999 percent we are fools u say all regular people are abusers  I respect u r feeling but not blame all
Non-anti-LGBT+ content,Hatss of brother keep going..congrats 💐💐💐
Non-anti-LGBT+ content,"George Shankar  hey..there is. Nhng prblm in giving a reply..and coming to ur question, as long as my acts or words do not affect u in any way..I m gud.this is my concept of being gd..and I don't think..much Beyond it..i feel there is nothing wrong in praising ur gd side to others and at the same time giving others a chance to pointing our bad side is also acceptable ...Thanks..for u valuable cmnt.."
Non-anti-LGBT+ content,this should be on Netflix / amazon prime .. Good one to educate ourselves. Im lucky like karthick
Homophobic,sattam olungum kudumba amaipum need not and does not dictate who we should fall in love with. stealing and killing is wrong because it harms other people..first of all understand what is right and wrong and why it is right or wrong..... what you are doing is wrong...compelling someone to be the way you want just because it suits your norms is what is wrong.
Non-anti-LGBT+ content,No awareness at India about LGBT....
Non-anti-LGBT+ content,I really appreciate both of You.. Comparing Single Tea...
Non-anti-LGBT+ content,I was heart touched when u cry
Non-anti-LGBT+ content,"Briliant movie, loved it a had tears in my eyes, Shows how religion can get in the way of true love, but all turned out in the end"
Non-anti-LGBT+ content,world is becoming bad day by day....
Non-anti-LGBT+ content,prakash s  yes bro every person respect to our feelings
Non-anti-LGBT+ content,Priya S   answer this : if Satan punishes bad guys in kill then how can he be a bad guy
Non-anti-LGBT+ content,My insta I'd search_partner21
Non-anti-LGBT+ content,Annie April you and your stupid theory of how you think gays are child abuser .. even thousands of videos like this will not change your mind set..; ; Try to understand being doesn’t men they will try to sleep with every man they come across their life.. they are just normal like heterosexual...
Non-anti-LGBT+ content,Great...movie...giving lessons all of us love means nt only sex it's consider about those who r surround of us specially our parents...latif n harish good role models they kept there love pure until to parents acceptance....and they also good parents they understood there children....
